"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","multiple.victims","multiple.offenders","type","primary.incident","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","victimage.group","offenderage.group","population.group","relationship.group","hour.group","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"81","MI7417400","EH0-728NKR5A",20100809,19950101,"ST. CLAIR                     ",98510,74,147,18,100,1,1,1,"SingleVO",1,9,"male","white",NA,"resident",34,"female","white",0,NA,"6-10","30-40","Pop 25-100K","Parent","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21147"
"82","SC0160100","VF1U-08PZRVS",20101225,19910101,"DARLINGTON                    ",6482,16,31,21,100,1,1,2,"MultOff",1,7,"female","white","not.hispanic","non-resident",26,"female","white",0,NA,"6-10","20-30","Pop <25K","Parent","Night",0,"SC","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","39031"
"83","MA0141600","HB-Q1CZOX5HP",20120409,19960101,"GARDNER                       ",20474,14,27,17,100,1,1,1,"SingleVO",1,5,"female","white","not.hispanic","resident",53,"male","white",0,NA,"0-5",">50","Pop <25K","Parent","Afternoon",0,"MA","New England","Northeast","Residence/Home","Home","None/Other","None","Child","20027"
"84","VA1160000","NH1K5UU7KAEM",20121009,19980701,"NEWPORT NEWS                  ",181591,NA,NA,9,100,1,1,1,"SingleVO",1,2,"female","white",NA,NA,26,"female","white",0,NA,"0-5","20-30","Pop 100-500K","Parent","Morning",0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","45 NA"
"85","MI8234900"," A1M15HP9D9H",20101128,20050101,"DETROIT                       ",899447,82,163,11,100,1,2,1,"MultVic",1,4,"male","black",NA,"resident",22,"male","black",0,NA,"0-5","20-30","Pop >500K","Parent","Morning",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21163"
"86","MI2902900"," A0BU-F3TD19",20100514,19980101,"SP: GRATIOT COUNTY            ",0,29,57,6,100,1,2,1,"MultVic",1,5,"female","white",NA,NA,24,"female","white",0,NA,"0-5","20-30",NA,"Parent","Early",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21057"
"87","TN0630100","9U01A3JQ5F3T",20111002,19971201,"CLARKSVILLE                   ",134128,63,125,18,100,1,2,1,"MultVic",0,6,"male","white","not.hispanic","resident",27,"female","white",0,NA,"6-10","20-30","Pop 100-500K","Parent","Afternoon",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41125"
"88","KS0230100","97-A59K9P TD",20100720,20000101,"LAWRENCE                      ",93945,23,45,17,100,1,1,1,"SingleVO",1,3,"female","white","not.hispanic","resident",23,"female","white",0,NA,"0-5","20-30","Pop 25-100K","Parent","Afternoon",0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15045"
"89","TNMPD0000","1W1M0UR3LCHH",20101111,20000801,"MEMPHIS                       ",673650,79,157,10,100,1,1,1,"SingleVO",1,4,"female","white","hispanic","resident",38,"female",NA,0,NA,"0-5","30-40","Pop >500K","Parent","Morning",NA,"TN","East South Central","South","School/College","School","None/Other","None","Child","41157"
"90","ID0330100","TPD5LN0 KA6O",20120712,19920101,"REXBURG                       ",25879,33,65,23,100,1,1,2,"MultOff",1,14,"female","white","not.hispanic","resident",32,"female","white",0,2.6,"11-15","30-40","Pop 25-100K","Parent","Night",0,"ID","Mountain","West","Grocery/Supermarket","Shopping","None/Other","None","Child","11065"
"91","MI8234900","1W1H0HF28G W",20100907,20050101,"DETROIT                       ",899447,82,163,14,100,1,1,1,"SingleVO",1,6,"female","black",NA,"resident",28,"male","black",0,NA,"6-10","20-30","Pop >500K","Parent","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21163"
"92","KS0870300","8ICB0EB-1 8N",20100606,20001101,"WICHITA                       ",376880,87,173,5,100,1,1,1,"SingleVO",1,6,"male","white","not.hispanic","resident",34,"male","white",0,NA,"6-10","30-40","Pop 100-500K","Parent","Early",0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15173"
"93","MI8234900","1A1M0K7N86B ",20110204,20050101,"DETROIT                       ",713240,82,163,21,100,1,1,1,"SingleVO",1,3,"female","black",NA,"resident",21,"male","black",0,NA,"0-5","20-30","Pop >500K","Parent","Night",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21163"
"94","WA0270000","8T01YVELF2 N",20111118,20070101,"PIERCE                        ",373553,27,53,9,100,1,3,1,"MultVic",0,8,"male","white","not.hispanic","resident",30,"male","white",1,NA,"6-10","20-30","Pop 100-500K","Parent","Morning",0,"WA","Pacific","West","Residence/Home","Home","None/Other","None","Child","46053"
"95","MI3351900","7S0BJBRV3V6S",20120508,20040101,"LANSING                       ",109939,33,65,0,100,1,1,1,"SingleVO",1,3,"female","black",NA,"resident",38,"male","black",0,NA,"0-5","30-40","Pop 100-500K","Parent","Night",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21065"
"96","OR0360800","8N0BRVTH72 N",20110423,20081201,"YAMHILL                       ",1035,36,71,NA,100,0,1,1,"SingleVO",1,4,"female","white","not.hispanic","resident",41,"female","white",0,NA,"0-5","40-50","Pop <25K","Parent",NA,0,"OR","Pacific","West","Residence/Home","Home","None/Other","None","Child","36071"
"97","KS0070100","8IO6ROIC608 ",20100117,20000101,"HIAWATHA                      ",3178,7,13,17,100,1,2,1,"MultVic",0,2,"male","white","not.hispanic",NA,30,"male","white",0,0,"0-5","20-30","Pop <25K","Parent","Afternoon",0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15013"
"98","TNMPD0000","BQ0539392GMF",20100718,20000801,"MEMPHIS                       ",673650,79,157,18,100,1,1,1,"SingleVO",1,5,"female","black","not.hispanic","resident",31,"female","black",0,NA,"0-5","30-40","Pop >500K","Parent","Afternoon",0,"TN","East South Central","South","Other/unknown","Unknown","None/Other","None","Child","41157"
"99","MA0030800","VS-0F8X-QTVS",20111030,20040601,"FALL RIVER                    ",89399,3,5,19,100,1,1,1,"SingleVO",1,2,"male","white","not.hispanic","resident",28,"female","white",0,0,"0-5","20-30","Pop 25-100K","Parent","Night",0,"MA","New England","Northeast","Highway/Road/Alley","Road/transit","None/Other","None","Child","20005"
"100","WVWSP4700","WT1M1-237X I",20110729,19980201,"SP: SPENCER                   ",0,44,87,16,100,1,2,2,"MultVO",0,3,"female","white","not.hispanic","resident",38,"male","white",0,9.9,"0-5","30-40",NA,"Parent","Afternoon",0,"WV","South Atlantic","South","Other/unknown","Unknown","None/Other","None","Child","47087"
"101","MI8269300","180HP-O2ZX08",20121028,19970101,"REDFORD TOWNSHIP              ",47903,82,163,17,100,1,1,1,"SingleVO",1,10,"male","black",NA,"resident",65,"male","black",0,NA,"6-10",">50","Pop 25-100K","Parent","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21163"
"102","TNMPD0000","BW0239F4XJMF",20120404,20000801,"MEMPHIS                       ",657436,79,157,17,100,1,2,1,"MultVic",1,11,"male","white","not.hispanic","resident",35,"male","white",0,NA,"11-15","30-40","Pop >500K","Parent","Afternoon",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"103","ND0180100","8N0 KHZLDZ8B",20100609,19910101,"GRAND FORKS                   ",53382,18,35,8,100,1,1,1,"SingleVO",1,3,"female","amer.indian","not.hispanic","resident",22,"female","amer.indian",0,NA,"0-5","20-30","Pop 25-100K","Parent","Morning",0,"ND","West North Central","Northcentral","Government/Public Building","Other","None/Other","None","Child","33035"
"104","OHCLP0000","2W1M0UH2LG8O",20110922,20030101,"CLEVELAND                     ",397106,18,35,15,100,1,1,2,"MultOff",0,11,"male","black","not.hispanic","resident",34,"female","black",0,0,"11-15","30-40","Pop 100-500K","Parent","Afternoon",0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","34035"
"105","MA0071500","S3-75FLFRVSC",20100120,19950101,"PALMER                        ",13021,7,13,12,100,1,1,1,"SingleVO",1,1,"female","white","not.hispanic","resident",40,"male","white",0,NA,"0-5","30-40","Pop <25K","Parent","Morning",0,"MA","New England","Northeast","Residence/Home","Home","None/Other","None","Child","20013"
"106","KS0230100","86-WK8R8QI9G",20100717,20000101,"LAWRENCE                      ",93945,23,45,12,100,1,1,1,"SingleVO",1,3,"female","white",NA,"resident",23,"female","white",0,NA,"0-5","20-30","Pop 25-100K","Parent","Morning",0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15045"
"107","MI8234900","1W1H06FN8YBR",20100415,20050101,"DETROIT                       ",899447,82,163,21,100,1,2,1,"MultVic",1,7,"male","black",NA,"resident",36,"female","black",0,NA,"6-10","30-40","Pop >500K","Parent","Night",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21163"
"108","MI5249500","WK0ZL6X NJ4E",20100831,19970201,"ISHPEMING                     ",6402,52,103,15,100,1,2,1,"MultVic",1,8,"female","white",NA,"resident",36,"male","white",0,NA,"6-10","30-40","Pop <25K","Parent","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21103"
"109","VA1270000","2W1J0UF3IX2A",20120620,19970401,"SUFFOLK                       ",85866,NA,NA,16,100,1,3,1,"MultVic",0,4,"male","white","not.hispanic","resident",23,"female","white",0,0.1,"0-5","20-30","Pop 25-100K","Parent","Afternoon",0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","45 NA"
"110","MI7017000","1A0HQKOV8G0W",20111226,19960101,"OTTAWA                        ",216472,70,139,17,100,1,3,1,"MultVic",0,7,"male","white",NA,"non-resident",30,"male","white",0,NA,"6-10","20-30","Pop 100-500K","Parent","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21139"
"111","MI2012000"," I0MQ-H8PL1A",20110710,19951001,"CRAWFORD                      ",12180,20,39,0,100,1,1,2,"MultOff",1,5,"female","white",NA,NA,33,"female","white",0,2.6,"0-5","30-40","Pop <25K","Parent","Night",0,"MI","East North Central","Northcentral","Department/Discount Store","Shopping","None/Other","None","Child","21039"
"112","MI1185300","T70WEJPU7Z96",20120210,19950101,"COLOMA TOWNSHIP               ",6515,11,21,12,100,1,1,1,"SingleVO",1,3,"female","white",NA,"non-resident",28,"female","white",0,NA,"0-5","20-30","Pop <25K","Parent","Morning",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21021"
"113","TN0600000","5F19-CF5HYHO",20100216,19990201,"MAURY                         ",33393,60,119,21,100,1,1,1,"SingleVO",1,2,"female","white","not.hispanic","resident",38,"female","white",0,0,"0-5","30-40","Pop 25-100K","Parent","Night",0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41119"
"114","MI1161900","1A1M0U728G N",20110128,19950101,"NILES                         ",11590,11,21,16,100,1,1,1,"SingleVO",1,5,"male","white",NA,NA,34,"female","white",0,NA,"0-5","30-40","Pop <25K","Parent","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21021"
"115","UT0250600","2W1H0U8 Z61A",20100629,19910301,"PROVO                         ",117734,25,49,22,100,1,1,1,"SingleVO",1,4,"male","white","not.hispanic","non-resident",34,"male","white",0,NA,"0-5","30-40","Pop 100-500K","Parent","Night",0,"UT","Mountain","West","Residence/Home","Home","None/Other","None","Child","43049"
"116","MI8118100","1W1H0U72UCT4",20100524,19950101,"WASHTENAW                     ",152910,81,161,0,100,1,2,1,"MultVic",0,7,"female","white",NA,"non-resident",33,"female","white",0,NA,"6-10","30-40","Pop 100-500K","Parent","Night",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21161"
"117","MI6206200","9N0DZOZL6S83",20100122,19980101,"SP: NEWAYGO COUNTY            ",0,62,123,16,100,1,2,1,"MultVic",0,5,"male","white",NA,NA,25,"male","white",0,NA,"0-5","20-30",NA,"Parent","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21123"
"118","TNMPD0000","BW0S39J2GJMF",20120101,20000801,"MEMPHIS                       ",657436,79,157,18,100,1,1,1,"SingleVO",1,0.5,"male","white","not.hispanic","resident",37,"male","white",0,NA,"0-5","30-40","Pop >500K","Parent","Afternoon",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"119","MI4614600","WI0ZL6X N941",20120306,19950101,"LENAWEE                       ",31954,46,91,14,100,1,1,1,"SingleVO",1,5,"male","white",NA,"resident",23,"female","white",0,NA,"0-5","20-30","Pop 25-100K","Parent","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21091"
"120","TNMPD0000","BQ023TG0K8MF",20100416,20000801,"MEMPHIS                       ",673650,79,157,15,100,1,1,1,"SingleVO",1,2,"male","black","not.hispanic","resident",27,"male","black",0,NA,"0-5","20-30","Pop >500K","Parent","Afternoon",0,"TN","East South Central","South","Hotel/Motel/Etc.","Road/transit","None/Other","None","Child","41157"
"121","TN0160100","Z8102 ICVF39",20110527,19971101,"MANCHESTER                    ",10193,16,31,19,100,1,1,1,"SingleVO",1,11,"female","white","not.hispanic","non-resident",30,"female","white",0,NA,"11-15","20-30","Pop <25K","Parent","Night",0,"TN","East South Central","South","Convenience Store","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41031"
"122","MI1101100","EH02F28N2R5B",20100625,19980101,"SP: BERRIEN COUNTY            ",0,11,21,18,100,1,1,1,"SingleVO",1,7,"male","black",NA,NA,26,"male","black",0,2.9,"6-10","20-30",NA,"Parent","Afternoon",0,"MI","East North Central","Northcentral","Government/Public Building","Other","None/Other","None","Child","21021"
"123","KS0780100","3A1M1M2G7X I",20100808,20000101,"HUTCHINSON                    ",40981,78,155,19,100,1,2,1,"MultVic",0,1,"female","white","not.hispanic","resident",26,"male","white",0,NA,"0-5","20-30","Pop 25-100K","Parent","Night",0,"KS","West North Central","Northcentral","Convenience Store","Shopping","None/Other","None","Child","15155"
"124","MI3849700","181J0U7Z6Y D",20120930,19970101,"JACKSON                       ",33449,38,75,15,100,1,1,1,"SingleVO",1,8,"male","white",NA,NA,42,"male","white",0,NA,"6-10","40-50","Pop 25-100K","Parent","Afternoon",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21075"
"125","TN0790400","BQ0M39G1G MV",20100327,19991001,"MILLINGTON                    ",10875,79,157,6,100,1,1,1,"SingleVO",1,13,"male","black","not.hispanic","resident",34,"male","black",0,NA,"11-15","30-40","Pop <25K","Parent","Early",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"126","ND0090200","2W1M0U7296KO",20110121,19910101,"FARGO                         ",107329,9,17,17,100,1,2,1,"MultVic",1,6,"male","white",NA,"non-resident",36,"female","white",0,NA,"6-10","30-40","Pop 100-500K","Parent","Afternoon",0,"ND","West North Central","Northcentral","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None","Child","33017"
"127","MI8208200","1W0J5U72Z60D",20101112,19980101,"SP: WAYNE COUNTY              ",0,82,163,NA,100,1,1,1,"SingleVO",1,3,"male","white",NA,NA,33,"female","white",0,NA,"0-5","30-40",NA,"Parent",NA,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21163"
"128","TN0750100","CT-0W5U3-7CT",20110328,19980101,"MURFREESBORO                  ",109736,75,149,7,100,1,1,1,"SingleVO",1,2,"male","white","not.hispanic","resident",27,"male","white",0,NA,"0-5","20-30","Pop 100-500K","Parent","Morning",0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41149"
"129","SD0140100","2W1J0U7Z96TW",20121026,19910101,"WATERTOWN                     ",21902,15,29,8,100,1,1,2,"MultOff",0,8,"male","white","not.hispanic","resident",42,"male","white",1,NA,"6-10","40-50","Pop <25K","Parent","Morning",0,"SD","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","40029"
"130","MI6346500","EM0-F28GJI5A",20111005,19960601,"HAZEL PARK                    ",16410,63,125,0,100,1,2,1,"MultVic",0,14,"female","black",NA,"resident",37,"female","black",0,NA,"11-15","30-40","Pop <25K","Parent","Night",0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21125"
"131","UT0290100","8N-IYWR 728N",20110206,20010801,"OGDEN                         ",84423,29,57,22,100,1,1,1,"SingleVO",1,14,"female","white","not.hispanic",NA,50,"male","white",0,NA,"11-15","40-50","Pop 25-100K","Parent","Night",0,"UT","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","43057"
"132","KY0540100","113NA35G6X I",20110620,20070101,"MADISONVILLE                  ",19726,54,107,10,100,1,1,1,"SingleVO",1,4,"male","white","not.hispanic","resident",25,"female","white",0,0,"0-5","20-30","Pop <25K","Parent","Morning",0,"KY","East South Central","South","Commercial/Office Building","Shopping","None/Other","None","Child","16107"
