"","current.population","hour.group","victim.age","victim.sex","victim.race","victim.residency","offender.age","offender.sex","offender.race","multiple.victims","multiple.offenders","relationship.group","division.name","location.group","same.race","target.harm"
"231",3083,"Morning",3,"male","white","resident",23,"female","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"232",657436,"Night",1,"female","black","resident",21,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"233",9543,"Afternoon",3,"male","white","resident",23,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"234",5256,"Morning",11,"female","white","resident",33,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"235",195225,"Afternoon",13,"male","black","resident",29,"female","black","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"236",75393,"Morning",3,"female","white","non-resident",38,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Home",1,"0"
"237",137356,"Morning",3,"female","black","resident",45,"male","black","Single Victim","Single Offender","Parent","East South Central","Other",0,"0"
"238",0,"Afternoon",11,"male","white","resident",65,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"239",65517,"Night",1,"male","black","resident",22,"male","black","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"240",55623,"Afternoon",8,"male","white","resident",48,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"241",4830,"Morning",11,"female","white","resident",35,"female","white","Multiple Victims","Multiple Offenders","Parent","East North Central","Home",0,"0"
"242",6596,"Morning",13,"male","black","non-resident",30,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"0"
"243",707096,"Morning",8,"male","black","resident",43,"male","black","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"244",38996,"Night",2,"female","white","resident",22,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"245",320014,"Afternoon",3,"female","white","resident",24,"female","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"246",899447,"Night",1,"female","black","resident",22,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"247",74302,"Night",14,"male","white","resident",35,"female","black","Single Victim","Single Offender","Parent","South Atlantic","Other",1,"0"
"248",37335,"Night",6,"female","white","non-resident",59,"male","white","Single Victim","Single Offender","Parent","New England","Home",0,"0"
"249",2057,"Night",5,"female","white","resident",31,"male","white","Single Victim","Single Offender","Parent","West South Central","School/Center",0,"0"
"250",23652,"Night",8,"female","white","resident",30,"male","white","Multiple Victims","Single Offender","Parent","West South Central","Home",0,"0"
"251",47903,"Afternoon",10,"male","black","resident",65,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"252",7854,"Night",0.5,"male","black","resident",24,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"0"
"253",89180,"Afternoon",5,"male","white","resident",28,"female","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,"0"
"254",6685,"Night",4,"female","white","resident",28,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"255",707096,"Morning",15,"female","black","resident",35,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Home",0,"0"
"256",39782,"Morning",6,"male","white","resident",26,"male","white","Multiple Victims","Single Offender","Parent","East South Central","Home",0,"0"
"257",652725,"Night",0.5,"male","black","resident",20,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"258",107609,"Afternoon",4,"male","black","resident",24,"male","black","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"259",42068,"Night",3,"female","white","resident",22,"male","white","Single Victim","Multiple Offenders","Parent","East South Central","Other",0,"0"
"260",31748,"Morning",13,"male","white","resident",41,"male","white","Multiple Victims","Single Offender","Parent","Pacific","Home",0,"0"
"261",190038,"Afternoon",4,"female","white","resident",36,"female","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"262",65725,"Afternoon",1,"male","black","resident",21,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"263",6284,"Night",1,"female","white","resident",26,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"264",652725,"Early",11,"male","white","resident",35,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"265",707096,"Afternoon",13,"male","black","resident",31,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"266",40809,"Afternoon",12,"female","white","resident",34,"female","black","Multiple Victims","Single Offender","Parent","New England","Home",0,"0"
"267",7461,"Afternoon",3,"female","white","resident",24,"male","white","Single Victim","Single Offender","Parent","Mountain","Other",0,"0"
"268",657436,"Afternoon",2,"female","black","resident",27,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"269",657436,"Afternoon",10,"female","white","resident",43,"female","white","Multiple Victims","Single Offender","Parent","East South Central","Home",0,"0"
"270",65517,"Afternoon",2,"female","white","resident",21,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",1,"0"
"271",93945,"Morning",1,"female","black","resident",22,"female","black","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"272",12763,"Afternoon",0.5,"male","white","resident",24,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"273",0,"Afternoon",3,"female","white","resident",26,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"274",707096,"Morning",2,"male","black","resident",26,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"275",899447,"Afternoon",5,"female","black","non-resident",27,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"276",0,"Afternoon",6,"male","white","resident",40,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"277",89180,"Afternoon",0.5,"male","black","resident",24,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",1,"0"
"278",770686,"Night",3,"male","asian","resident",51,"male","asian","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"279",657436,"Night",14,"male","black","resident",33,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"280",154518,"Afternoon",3,"female","white","resident",25,"male","white","Single Victim","Single Offender","Parent","New England","Home",0,"0"
"281",0,"Afternoon",5,"male","white","non-resident",39,"male","white","Single Victim","Multiple Offenders","Parent","East North Central","Other",0,"0"
"282",102357,"Afternoon",0.5,"female","black","resident",27,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"283",1009834,"Night",9,"female","white","non-resident",43,"male","white","Multiple Victims","Multiple Offenders","Parent","South Atlantic","Home",0,"0"
"284",109245,"Afternoon",7,"female","white","resident",26,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"285",95156,"Night",2,"female","white","resident",20,"female","white","Single Victim","Single Offender","Parent","New England","Other",0,"0"
"286",7382,"Afternoon",10,"female","white","resident",32,"female","white","Single Victim","Single Offender","Parent","West South Central","Home",0,"0"
"287",7556,"Night",13,"female","white","resident",33,"female","white","Multiple Victims","Single Offender","Parent","East South Central","Home",0,"0"
"288",17278,"Morning",15,"female","amer.indian","resident",37,"male","amer.indian","Single Victim","Single Offender","Parent","West South Central","Home",0,"0"
"289",40260,"Afternoon",4,"female","white","resident",22,"male","white","Single Victim","Single Offender","Parent","New England","Home",0,"0"
"290",1009834,"Afternoon",8,"male","black","resident",42,"male","black","Multiple Victims","Single Offender","Parent","South Atlantic","Other",0,"0"
"291",27325,"Afternoon",12,"female","black","resident",32,"female","black","Multiple Victims","Single Offender","Parent","South Atlantic","Home",0,"0"
"292",899447,"Afternoon",6,"male","black","resident",22,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"293",0,"Afternoon",2,"female","white","resident",29,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"294",657436,"Afternoon",0.5,"female","black","resident",19,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"295",3100,"Night",6,"female","white","resident",42,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"296",23971,"Night",9,"male","black","resident",37,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"297",11590,"Afternoon",5,"male","white","resident",34,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"298",137356,"Night",10,"female","black","resident",44,"male","black","Multiple Victims","Single Offender","Parent","East South Central","Home",0,"0"
"299",899447,"Afternoon",4,"male","black","resident",28,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"300",19465,"Morning",13,"male","white","resident",30,"female","white","Single Victim","Multiple Offenders","Parent","Mountain","School/Center",0,"0"
"301",74797,"Afternoon",4,"male","white","resident",26,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"302",27686,"Night",3,"female","white","resident",22,"female","white","Single Victim","Multiple Offenders","Parent","East South Central","Home",0,"0"
"303",8659,"Morning",15,"female","white","resident",48,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"304",117736,"Afternoon",12,"female","white","resident",33,"female","white","Single Victim","Single Offender","Parent","East North Central","School/Center",0,"0"
