"","population.group","incident.hour","completed","victim.age","victim.sex","victim.race","offender.age","offender.sex","offender.race","multiple.victims","multiple.offenders","relationship.group","division.name","loc.group","same.race","target.harm","cluster"
"256","Pop >500K",11,1,2,"female","black",22,"male","black","Multiple Victims","Single Offender","Parent","East North Central","Home",0,0,6
"257","Pop <25K",14,1,4,"male","black",34,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,1
"258","Pop 100-500K",9,1,15,"male","black",35,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,7
"260","Pop <25K",9,1,0.5,"female","white",39,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,0,1
"261","Pop <25K",11,1,15,"female","black",63,"female","black","Multiple Victims","Single Offender","Parent","South Atlantic","Home",0,0,15
"263","Pop 25-100K",17,1,1,"female","black",30,"female","black","Single Victim","Single Offender","Parent","New England","Road/transit",0,0,14
"264","Pop <25K",15,1,6,"female","white",45,"female","white","Single Victim","Single Offender","Parent","New England","Other",0,0,11
"266","Pop 25-100K",22,1,15,"male","white",42,"male","white","Single Victim","Single Offender","Parent","New England","Home",0,0,10
"267","Pop <25K",22,1,9,"female","black",25,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,14
"268","Pop 100-500K",13,1,3,"male","black",24,"female","black","Single Victim","Single Offender","Parent","East North Central","School",0,0,6
"269","Pop <25K",0,1,13,"male","black",37,"female","black","Multiple Victims","Single Offender","Parent","East North Central","Home",0,0,7
"270","Pop <25K",0,1,8,"female","white",32,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,7
"271","Pop <25K",14,1,11,"male","asian",29,"female","white","Multiple Victims","Single Offender","Parent","New England","Home",1,0,8
"273","Pop <25K",19,1,13,"female","white",38,"female","white","Multiple Victims","Multiple Offenders","Parent","Mountain","Shopping",0,0,10
"274","Pop 25-100K",0,1,1,"male","black",22,"male","black","Multiple Victims","Single Offender","Parent","East North Central","Home",0,0,5
"276","Pop 25-100K",0,1,1,"male","white",23,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,0,5
"277","Pop >500K",15,1,5,"female","black",43,"female","black","Multiple Victims","Single Offender","Parent","East North Central","Home",0,0,1
"279","Pop 100-500K",21,1,5,"male","black",28,"male","black","Single Victim","Single Offender","Parent","West North Central","Road/transit",0,0,14
"280","Pop 25-100K",10,1,2,"female","white",19,"female","white","Single Victim","Single Offender","Parent","West South Central","Home",0,0,6
"282","Pop 25-100K",17,1,2,"female","black",28,"female","black","Single Victim","Single Offender","Parent","East South Central","Shopping",0,0,14
"283","Pop <25K",13,1,11,"male","white",32,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,8
"284","Pop 100-500K",4,0,3,"male","black",36,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,7
"285","Pop 25-100K",12,1,15,"female","white",43,"female","white","Single Victim","Single Offender","Parent","New England","Home",0,0,10
"286","Pop <25K",19,1,5,"female","white",35,"male","white","Multiple Victims","Single Offender","Parent","West North Central","Road/transit",0,0,1
"287","Pop 25-100K",14,1,1,"male","white",25,"female","white","Single Victim","Single Offender","Parent","Mountain","Home",0,0,6
"289","Pop >500K",12,1,2,"female","black",44,"female","black","Single Victim","Multiple Offenders","Parent","East North Central","Home",0,0,1
"290","Pop <25K",11,1,1,"male","white",22,"female","white","Single Victim","Single Offender","Parent","New England","Road/transit",0,0,6
"291","Pop >500K",14,0,11,"female","black",35,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Road/transit",0,0,8
"293","Pop 25-100K",22,1,14,"female","white",50,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,0,3
"294","Pop <25K",22,1,9,"male","black",37,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,8
"295","Pop >500K",7,0,9,"female","black",54,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,9
"296","Pop >500K",15,1,1,"male","black",39,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,1
"297","Pop 100-500K",7,1,7,"female","black",42,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,9
"298","Pop 25-100K",23,1,4,"female","white",31,"male","white","Single Victim","Multiple Offenders","Parent","East North Central","Home",0,0,14
"299","Pop 25-100K",22,1,1,"male","white",29,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,0,14
"300","Pop <25K",11,1,13,"male","black",30,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Road/transit",0,0,8
"301","Pop 100-500K",3,1,15,"female","white",36,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,1,7
"302","Pop 25-100K",0,1,4,"male","white",33,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,0,5
"303","Pop 25-100K",8,1,4,"male","white",26,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,0,6
"305","Pop 100-500K",23,1,1,"male","white",21,"female","white","Single Victim","Multiple Offenders","Parent","Pacific","Road/transit",0,0,12
"306","Pop 100-500K",2,1,6,"female","black",32,"female","black","Single Victim","Single Offender","Parent","East North Central","Road/transit",0,0,5
"307","Pop >500K",17,1,8,"male","black",28,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,14
"308","Pop >500K",17,0,2,"female","white",23,"female","white","Single Victim","Multiple Offenders","Parent","East North Central","Other",0,0,12
"309","Pop <25K",18,1,7,"female","white",28,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,0,14
"310","Pop <25K",10,1,1,"female","white",33,"female","white","Single Victim","Single Offender","Parent","South Atlantic","Other",0,0,13
"311","Pop 25-100K",8,1,3,"female","amer.indian",22,"female","amer.indian","Single Victim","Single Offender","Parent","West North Central","Other",0,0,6
"312","Pop 100-500K",12,1,0.5,"male","black",20,"male","black","Single Victim","Multiple Offenders","Parent","South Atlantic","Home",0,0,6
"313","Pop >500K",18,1,3,"female","white",30,"female","white","Multiple Victims","Single Offender","Parent","South Atlantic","Other",0,0,14
"314","Pop 100-500K",22,0,2,"female","black",22,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,12
"315","Pop >500K",11,1,2,"male","white",42,"male","white","Single Victim","Single Offender","Parent","East South Central","Road/transit",0,0,1
"316","Pop 100-500K",17,1,5,"female","white",39,"female","white","Single Victim","Single Offender","Parent","South Atlantic","Other",0,0,1
"317","Pop <25K",11,1,4,"male","black",33,"female","black","Single Victim","Single Offender","Parent","South Atlantic","Home",0,0,13
"318","Pop 100-500K",2,1,0.5,"male","black",22,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,5
"319","Pop <25K",20,1,14,"female","white",54,"male","white","Single Victim","Single Offender","Parent","New England","Home",0,0,3
"321","Pop >500K",10,1,12,"male","black",45,"male","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,9
"322","Pop <25K",18,1,2,"male","white",25,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,12
"323","Pop 100-500K",10,1,10,"female","black",31,"female","white","Single Victim","Single Offender","Parent","South Atlantic","Road/transit",1,0,13
"324","Pop <25K",16,1,11,"female","white",35,"female","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,0,8
"326","Pop 25-100K",12,1,3,"female","white",40,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,1
"327","Pop 100-500K",23,1,6,"female","white",37,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,1
"328","Pop <25K",10,1,7,"male","asian",43,"male","asian","Multiple Victims","Single Offender","Parent","New England","Home",0,0,9
"329","Pop 25-100K",19,1,9,"female","black",31,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,8
"330","Pop 25-100K",11,1,11,"male","black",41,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,10
"331","Pop 100-500K",12,1,5,"female","black",24,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,6
"332","Pop >500K",20,0,6,"male","black",47,"male","black","Single Victim","Single Offender","Parent","East North Central","Shopping",0,0,11
"333","Pop 25-100K",11,1,15,"male","white",35,"female","white","Single Victim","Single Offender","Parent","New England","Home",0,0,8
"334","Pop <25K",20,1,14,"female","white",33,"female","white","Single Victim","Multiple Offenders","Parent","South Atlantic","Shopping",0,0,8
"335","Pop 25-100K",10,1,1,"male","black",26,"male","black","Single Victim","Multiple Offenders","Parent","New England","Home",0,0,6
"336","Pop 100-500K",12,1,12,"female","black",30,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,8
"337","Pop >500K",9,1,0.5,"male","black",25,"male","black","Single Victim","Single Offender","Parent","East South Central","Shopping",0,0,6
"338","Pop >500K",17,1,2,"female","white",42,"female","white","Single Victim","Single Offender","Parent","East South Central","Home",0,0,1
"339","Pop >500K",14,1,12,"female","black",35,"male","black","Multiple Victims","Single Offender","Parent","East South Central","Home",0,0,8
"340","Pop 25-100K",9,1,1,"male","black",18,"female","black","Single Victim","Single Offender","Parent","New England","Home",0,0,6
"341","Pop <25K",11,1,2,"male","white",27,"male","white","Multiple Victims","Single Offender","Parent","East South Central","Road/transit",0,1,13
"342","Pop 100-500K",17,1,5,"female","white",23,"male","white","Single Victim","Single Offender","Parent","New England","Home",0,0,12
"343","Pop 25-100K",20,1,5,"female","black",28,"female","black","Multiple Victims","Single Offender","Parent","South Atlantic","Home",0,0,14
"344","Pop 25-100K",21,1,12,"female","white",32,"female","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,0,8
"345","Pop 100-500K",22,1,3,"female","black",31,"female","black","Multiple Victims","Single Offender","Parent","West North Central","Home",0,0,14
"346","Pop <25K",14,1,0.5,"male","white",33,"female","white","Multiple Victims","Single Offender","Parent","New England","Home",0,0,13
"347","Pop >500K",15,1,4,"male","black",31,"male","black","Single Victim","Single Offender","Parent","East South Central","Road/transit",0,0,14
"348","Pop 25-100K",15,1,1,"female","black",18,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,12
"350","Pop <25K",12,1,10,"female","white",36,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,1,8
"351","Pop 25-100K",16,1,4,"female","white",24,"female","white","Single Victim","Single Offender","Parent","New England","Home",0,0,12
"352","Pop 100-500K",7,1,12,"female","black",49,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,0,9
"353","Pop 25-100K",18,1,12,"female","white",40,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,0,10
"355","Pop 25-100K",19,1,1,"female","white",26,"male","white","Multiple Victims","Single Offender","Parent","West North Central","Shopping",0,0,12
"356","Pop >500K",11,1,6,"female","white",43,"male","black","Multiple Victims","Single Offender","Parent","East South Central","Home",1,0,1
"357","Pop >500K",12,1,10,"male","black",30,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,0,13
"358","Pop 25-100K",15,1,8,"female","white",39,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,0,1
"360","Pop 100-500K",14,1,8,"female","black",28,"female","black","Multiple Victims","Single Offender","Parent","South Atlantic","Shopping",0,0,13
"362","Pop 25-100K",19,1,4,"female","white",24,"male","white","Single Victim","Multiple Offenders","Parent","East North Central","Home",0,0,12
"363","Pop <25K",19,1,11,"male","white",37,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,0,8
"364","Pop 25-100K",8,1,6,"male","white",26,"female","white","Multiple Victims","Single Offender","Parent","South Atlantic","Home",0,0,13
"365","Pop >500K",12,1,3,"male","black",23,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,1,6
"366","Pop 25-100K",16,1,5,"female","white",30,"male","white","Single Victim","Single Offender","Parent","South Atlantic","School",0,0,14
"367","Pop 100-500K",7,1,2,"male","white",27,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,0,13
