"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","multiple.victims","multiple.offenders","type","victimage.group","victim.tenderage","offenderage.group","population.group","relationship.group","hour.group","NA","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"78","MI5080600","C900W5HWBH3Z",20100625,19990101,"WARREN                        ",132266,50,99,8,100,1,4,"male","black",0,"resident",26,"male","black",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop 100-500K","Parent","Morning",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","21099"
"79","MI7371700","FZ167W OPRQI",20120222,20000101,"SAGINAW                       ",51267,73,145,17,100,1,2,"female","black",NA,"resident",21,"female","black",0,0.9,1,1,"SingleVO","0-5","Yes","20-30","Pop 25-100K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home",NA,"None","Child","21145"
"80","MI4448800","0G44K0729N8I",20090720,19950101,"IMLAY CITY                    ",3667,44,87,NA,100,1,5,"male","white",NA,NA,33,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop <25K","Parent",NA,0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21087"
"81","MI2539800","1A1M0U7P77KO",20110907,20000101,"FLINT                         ",102357,25,49,20,100,1,10,"male","black",NA,"resident",27,"female","black",0,NA,2,1,"MultVic","6-10","Yes","20-30","Pop 100-500K","Parent","Night",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21049"
"82","TX1880100","P909W5HL5O36",20090419,19991031,"AMARILLO                      ",106911,188,375,0,100,1,6,"female","white",0,"non-resident",59,"male","white",0,NA,2,1,"MultVic","6-10","Yes",">50","Pop 100-500K","Parent","Night",0,0,"TX","West South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","42375"
"83","MI3713700","F31774KO4KRV",20111128,19941201,"ISABELLA                      ",42701,37,73,18,100,1,2,"male","amer.indian",NA,NA,32,"male","amer.indian",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop 25-100K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21073"
"84","MO0480300","8I-B0EB 728N",20100810,20060201,"GRAIN VALLEY                  ",11384,48,95,17,100,1,14,"male","white",0,"resident",45,"male","white",0,NA,3,1,"MultVic","11-15","No","40-50","Pop <25K","Parent","Afternoon",0,0,"MO","West North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Child","24095"
"85","MI8270900"," I0MQVS39U19",20110216,19950101,"ROMULUS                       ",23971,82,163,15,100,1,6,"male","white",NA,"resident",31,"female","white",0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop <25K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Child","21163"
"86","DE0010100","YI0ARVZHPD N",20080121,20010101,"DOVER                         ",36291,1,1,17,100,1,7,"male","black",NA,"resident",38,"female","black",0,0.1,1,1,"SingleVO","6-10","Yes","30-40","Pop 25-100K","Parent","Afternoon",0,0,"DE","South Atlantic","South","Highway/Road/Alley","Road/transit","None/Other","None","Child","07001"
"87","TNMPD0000","BQ0S39F7H MF",20100108,20000801,"MEMPHIS                       ",673650,79,157,17,100,1,7,"female","black",0,"resident",38,"female","black",0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop >500K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41157"
"88","KS0060100","8I0B1FTBK2 N",20100414,20000101,"FORT SCOTT                    ",7959,6,11,16,100,1,4,"female","white",0,"resident",27,"male","white",0,NA,2,2,"MultVO","0-5","Yes","20-30","Pop <25K","Parent","Afternoon",0,0,"KS","West North Central","Northcentral","Residence/Home","Home",NA,"None","Child","15011"
"89","VA0920400","8T0QROQU72 N",20120318,19961101,"TAZEWELL                      ",4640,93,185,20,100,1,14,"female","white",0,"resident",31,"male","white",0,0.4,1,3,"MultOff","11-15","No","30-40","Pop <25K","Parent","Night",0,0,"VA","South Atlantic","South","Department/Discount Store","Shopping","None/Other","None","Child","45185"
"90","DE303SP00","021J0BO3641A",20121120,20010101,"SP: SUSSEX COUNTY             ",153705,3,5,18,100,1,2,"male","white",0,"resident",40,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop 100-500K","Parent","Afternoon",0,0,"DE","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","07005"
"91","TNMPD0000","181M0UF3SGHH",20121102,20000801,"MEMPHIS                       ",657436,79,157,18,100,1,2,"male","black",0,"resident",24,"female","black",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop >500K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"92","MI8275200","4J0BL6L 6M4R",20090701,20000101,"SOUTHGATE                     ",27455,82,163,19,100,1,5,"male","white",NA,"non-resident",45,"female","white",0,15.1,1,1,"SingleVO","0-5","Yes","40-50","Pop 25-100K","Parent","Night",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21163"
"93","MI3613600","6C0IYBRVZ96C",20080703,19950101,"IRON                          ",7332,36,71,18,100,1,6,"male","white",NA,NA,27,"female","white",0,0,1,1,"SingleVO","6-10","Yes","20-30","Pop <25K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21071"
"94","UT0180300","96-WKYZ8S39G",20120617,19990301,"SALT LAKE CITY                ",192465,18,35,11,100,1,7,"male","white",NA,NA,28,"male","white",0,0,2,1,"MultVic","6-10","Yes","20-30","Pop 100-500K","Parent","Morning",0,0,"UT","Mountain","West","Church/Synagogue/Temple","School","None/Other","None","Child","43035"
"95","KS0780000","CI0ARWTMF2 N",20080713,20000101,"RENO                          ",16416,78,155,0,100,1,6,"male","white",0,"resident",38,"female","white",0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop <25K","Parent","Night",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15155"
"96","MI7017000","1A0HQKOV8G0W",20111226,19960101,"OTTAWA                        ",216472,70,139,17,100,1,9,"male","white",NA,"non-resident",30,"male","white",0,NA,3,1,"MultVic","6-10","Yes","20-30","Pop 100-500K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21139"
"97","DE0031700","8H1H0UO2JG1A",20101018,20010101,"OCEAN VIEW                    ",1178,3,5,23,100,1,2,"male","white",0,"resident",24,"female","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop <25K","Parent","Night",0,0,"DE","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","07005"
"98","DE0020500","3A1J0KRVJ61A",20120805,20010101,"NEWARK                        ",31965,2,3,3,100,1,11,"male","white",0,"resident",32,"female","white",0,NA,1,1,"SingleVO","11-15","Yes","30-40","Pop 25-100K","Parent","Early",0,0,"DE","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","07003"
"99","TNMPD0000","1W1M0UP3J6HH",20101106,20000801,"MEMPHIS                       ",673650,79,157,8,100,1,0.5,"female","white",0,"resident",32,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop >500K","Parent","Morning",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"100","ID0100200","2W1H04OO8D1A",20100617,19921201,"IDAHO FALLS                   ",55524,10,19,16,100,0,3,"female","white",NA,"resident",29,"female","white",0,NA,2,1,"MultVic","0-5","Yes","20-30","Pop 25-100K","Parent","Afternoon",0,0,"ID","Mountain","West","Residence/Home","Home","None/Other","None","Child","11019"
"101","MI8234900","1A1M02OO870N",20110526,20050101,"DETROIT                       ",713240,82,163,11,100,1,4,"male","black",NA,"non-resident",33,"female","black",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop >500K","Parent","Morning",0,0,"MI","East North Central","Northcentral","Government/Public Building","Other","None/Other","None","Child","21163"
"102","MI8118100","6C0DYBRVSR60",20080112,19950101,"WASHTENAW                     ",151865,81,161,14,100,1,7,"female","black",NA,"resident",35,"female","black",0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop 100-500K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21161"
"103","TN0570100"," N0ARVMVGC N",20080207,19990701,"JACKSON                       ",63620,57,113,19,100,1,4,"female","white",0,"resident",25,"male","white",0,6.9,2,2,"MultVO","0-5","Yes","20-30","Pop 25-100K","Parent","Night",0,0,"TN","East South Central","South","Hotel/Motel/Etc.","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41113"
"104","MI8281700"," 90BW-FQUJ12",20121210,19990701,"WESTLAND                      ",83299,82,163,17,100,1,7,"male","black",NA,"resident",33,"female","white",0,NA,2,1,"MultVic","6-10","Yes","30-40","Pop 25-100K","Parent","Afternoon",1,1,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21163"
"105","KY0590100"," N0VKYQ-72 N",20090428,20090101,"COVINGTON                     ",43215,59,117,13,100,1,2,"male","black",0,"resident",20,"female","black",0,NA,2,2,"MultVO","0-5","Yes","<20","Pop 25-100K","Parent","Afternoon",0,0,"KY","East South Central","South","Residence/Home","Home","None/Other","None","Child","16117"
"106","OH0440000","27-J4K42US39",20091117,20020101,"LAWRENCE                      ",44247,44,87,10,100,1,2,"male","white",NA,"resident",21,"female","white",0,0,1,1,"SingleVO","0-5","Yes","20-30","Pop 25-100K","Parent","Morning",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","34087"
"107","MI5805800","WI0PT6X 694I",20120717,19980101,"SP: MONROE COUNTY             ",0,58,115,10,100,1,9,"male","white",NA,NA,35,"male","white",0,NA,2,1,"MultVic","6-10","Yes","30-40",NA,"Parent","Morning",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21115"
"108","MA0146000","O202J4KORV7S",20090129,19950101,"WORCESTER                     ",178474,14,27,16,100,1,7,NA,"white",1,NA,35,"female",NA,0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop 100-500K","Parent","Afternoon",NA,NA,"MA","New England","Northeast","School/College","School","None/Other","None","Child","20027"
"109","VA1310000"," D0 YMTM72 N",20080923,19961201,"WINCHESTER                    ",25904,NA,NA,11,100,1,13,"male","white",0,NA,48,"male","white",0,0,1,1,"SingleVO","11-15","No","40-50","Pop 25-100K","Parent","Morning",0,0,"VA","South Atlantic","South","Government/Public Building","Other","None/Other","None","Child","45 NA"
"110","TNMPD0000","BR0K39W4NGMF",20110607,20000801,"MEMPHIS                       ",652725,79,157,11,100,1,10,"male","black",0,"resident",39,"male","black",0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop >500K","Parent","Morning",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"111","MI8234900","3708W8H4UX38",20080627,20050101,"DETROIT                       ",905783,82,163,13,100,1,6,"female","black",NA,"resident",21,"female","black",0,NA,1,2,"MultOff","6-10","Yes","20-30","Pop >500K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Child","21163"
"112","TNMPD0000","BW093922K8MF",20120512,20000801,"MEMPHIS                       ",657436,79,157,17,100,1,4,"male","white",0,"non-resident",24,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop >500K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"113","VA1200000","2W1J0-7ZJX1A",20120725,20000101,"PORTSMOUTH                    ",96739,NA,NA,0,100,1,6,"female","black",0,"resident",26,"male","black",0,1,1,1,"SingleVO","6-10","Yes","20-30","Pop 25-100K","Parent","Night",0,0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Child","45 NA"
"114","MI4614600","TG0W5HPU7O9G",20100202,19950101,"LENAWEE                       ",31556,46,91,17,100,1,13,"female","white",NA,"non-resident",34,"female","white",0,NA,1,1,"SingleVO","11-15","No","30-40","Pop 25-100K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21091"
"115","ID0140200","7T2-W3J75SCT",20120130,19931101,"NAMPA                         ",83316,14,27,11,100,1,1,"female","white",0,"non-resident",25,"male","white",0,NA,3,1,"MultVic","0-5","Yes","20-30","Pop 25-100K","Parent","Morning",0,0,"ID","Mountain","West","Residence/Home","Home","None/Other","None","Child","11027"
"116","TNMPD0000","BW0K3TG5H0MF",20120617,20000801,"MEMPHIS                       ",657436,79,157,18,100,1,8,"male","black",0,"resident",47,"male","black",0,NA,1,1,"SingleVO","6-10","Yes","40-50","Pop >500K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"117","TN0940100","2W1H0UONIY1A",20100418,19990901,"FRANKLIN                      ",62127,94,187,12,100,1,4,"female","white",0,"resident",24,"female","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop 25-100K","Parent","Morning",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41187"
"118","KS0280100","103Z5UFV8D1A",20101215,20000101,"GARDEN CITY                   ",28736,28,55,16,100,1,4,"female","white",1,"resident",30,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop 25-100K","Parent","Afternoon",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","15055"
"119","UT0183900","1G-BJ5H16X I",20080707,20050401,"TAYLORSVILLE CITY             ",58600,18,35,19,100,1,3,"female",NA,NA,NA,24,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop 25-100K","Parent","Night",NA,NA,"UT","Mountain","West","Residence/Home","Home","None/Other","None","Child","43035"
"120","KS0230100","08-H50F0JG A",20090902,20000101,"LAWRENCE                      ",91703,23,45,21,100,1,0.5,"male","white",0,"resident",22,"female","white",0,NA,1,3,"MultOff","0-5","Yes","20-30","Pop 25-100K","Parent","Night",0,0,"KS","West North Central","Northcentral","Other/unknown","Unknown","None/Other","None","Child","15045"
"121","KY0070100","3T45A3M4VSCT",20111202,20090101,"MIDDLESBORO                   ",10405,7,13,8,100,1,12,"female","white",0,"resident",32,"female","white",0,NA,2,1,"MultVic","11-15","Yes","30-40","Pop <25K","Parent","Morning",0,0,"KY","East South Central","South","Government/Public Building","Other","None/Other","None","Child","16013"
"122","MI8234900","1A1M027O86JX",20110420,20050101,"DETROIT                       ",713240,82,163,19,100,1,2,"male","black",NA,"resident",18,"female","black",0,NA,1,1,"SingleVO","0-5","Yes","<20","Pop >500K","Parent","Night",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21163"
"123","ID0100000","2W1H0OOZJD1A",20100707,19930101,"BONNEVILLE                    ",47445,10,19,19,100,1,3,"male","white",0,"resident",36,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","30-40","Pop 25-100K","Parent","Night",0,0,"ID","Mountain","West","Residence/Home","Home","None/Other","None","Child","11019"
"124","TN0790000","181J0U7P84FZ",20121207,20000801,"SHELBY                        ",135345,79,157,17,100,1,15,"female","black",0,"resident",43,"female","black",0,NA,1,1,"SingleVO","11-15","No","40-50","Pop 100-500K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"125","TN0060100","CI0IXEQ-P2 N",20090121,19990301,"CLEVELAND                     ",40024,6,11,14,100,1,8,"male","white",0,"non-resident",30,"female","white",0,NA,3,1,"MultVic","6-10","Yes","20-30","Pop 25-100K","Parent","Afternoon",0,0,"TN","East South Central","South","School/College","School","Personal Weapons (hands, feet, teeth, etc.)","None","Child","41011"
"126","TN0790000","ZL0A1AEP0MS0",20110511,20000801,"SHELBY                        ",134355,79,157,13,100,1,7,"male","black",0,"resident",40,"male","black",0,NA,3,1,"MultVic","6-10","Yes","30-40","Pop 100-500K","Parent","Afternoon",0,0,"TN","East South Central","South","Residence/Home","Home","None/Other","None","Child","41157"
"127","MI7817800","CU02WEJPK837",20120506,19960601,"SHIAWASSEE                    ",40743,78,155,18,100,1,10,"female","white",NA,"resident",37,"female","white",0,NA,1,1,"SingleVO","6-10","Yes","30-40","Pop 25-100K","Parent","Afternoon",0,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Child","21155"
"128","TN0900100","WA1H04ZLLD1A",20110528,19970601,"JOHNSON CITY                  ",62089,90,179,18,100,1,10,"male","white",0,"resident",47,"male","white",0,NA,1,1,"SingleVO","6-10","Yes","40-50","Pop 25-100K","Parent","Afternoon",0,0,"TN","East South Central","South","Government/Public Building","Other","None/Other","None","Child","41179"
"129","KY0500200","1I1A1HF86X I",20100422,20090101,"MUNFORDVILLE                  ",1588,50,99,14,100,1,10,"female","white",0,"resident",31,"male","white",0,0,2,1,"MultVic","6-10","Yes","30-40","Pop <25K","Parent","Afternoon",0,0,"KY","East South Central","South","School/College","School","None/Other","None","Child","16099"
"130","OR0090100","8N0 RA3V-2 N",20110904,20050101,"BEND                          ",77455,9,17,NA,100,1,11,"female","white",NA,NA,29,"female","white",0,NA,1,1,"SingleVO","11-15","Yes","20-30","Pop 25-100K","Parent",NA,0,0,"OR","Pacific","West","Residence/Home","Home","None/Other","None","Child","36017"
